ID	words	gloss	light_type	rotation	color	num_train_images
398	sun, rotation at (0.2014, 4.1501, -3.1511), color is (0.95, 0.96, 1.0, 1.0)	A aliceblue color sun light	SUN	(0.2014, 4.1501, -3.1511)	(0.95, 0.96, 1.0, 1.0)	1
399	spot, rotation at (0.2014, 4.1501, -3.1511), color is (0.95, 0.96, 1.0, 1.0)	A aliceblue color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(0.95, 0.96, 1.0, 1.0)	1
400	area, rotation at (0.2014, 4.1501, -3.1511), color is (0.95, 0.96, 1.0, 1.0)	A aliceblue color area light	AREA	(0.2014, 4.1501, -3.1511)	(0.95, 0.96, 1.0, 1.0)	1
401	point, rotation at (0.2014, 4.1501, -3.1511), color is (0.99, 0.79, 0.99, 1.0)	A lavender color point light	POINT	(0.2014, 4.1501, -3.1511)	(0.99, 0.79, 0.99, 1.0)	1
402	sun, rotation at (0.2014, 4.1501, -3.1511), color is (0.99, 0.79, 0.99, 1.0)	A lavender color sun light	SUN	(0.2014, 4.1501, -3.1511)	(0.99, 0.79, 0.99, 1.0)	1
403	spot, rotation at (0.2014, 4.1501, -3.1511), color is (0.99, 0.79, 0.99, 1.0)	A lavender color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(0.99, 0.79, 0.99, 1.0)	1
404	area, rotation at (0.2014, 4.1501, -3.1511), color is (0.99, 0.79, 0.99, 1.0)	A lavender color area light	AREA	(0.2014, 4.1501, -3.1511)	(0.99, 0.79, 0.99, 1.0)	1
405	point, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 1.0, 0.72, 1.0)	A lemonchiffon color point light	POINT	(0.2014, 4.1501, -3.1511)	(1.0, 1.0, 0.72, 1.0)	1
406	sun, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 1.0, 0.72, 1.0)	A lemonchiffon color sun light	SUN	(0.2014, 4.1501, -3.1511)	(1.0, 1.0, 0.72, 1.0)	1
407	spot, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 1.0, 0.72, 1.0)	A lemonchiffon color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(1.0, 1.0, 0.72, 1.0)	1
408	area, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 1.0, 0.72, 1.0)	A lemonchiffon color area light	AREA	(0.2014, 4.1501, -3.1511)	(1.0, 1.0, 0.72, 1.0)	1
409	point, rotation at (0.2014, 4.1501, -3.1511), color is (0.8, 0.83, 0.18, 1.0)	A goldenrod color point light	POINT	(0.2014, 4.1501, -3.1511)	(0.8, 0.83, 0.18, 1.0)	1
410	sun, rotation at (0.2014, 4.1501, -3.1511), color is (0.8, 0.83, 0.18, 1.0)	A goldenrod color sun light	SUN	(0.2014, 4.1501, -3.1511)	(0.8, 0.83, 0.18, 1.0)	1
411	spot, rotation at (0.2014, 4.1501, -3.1511), color is (0.8, 0.83, 0.18, 1.0)	A goldenrod color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(0.8, 0.83, 0.18, 1.0)	1
412	area, rotation at (0.2014, 4.1501, -3.1511), color is (0.8, 0.83, 0.18, 1.0)	A goldenrod color area light	AREA	(0.2014, 4.1501, -3.1511)	(0.8, 0.83, 0.18, 1.0)	1
413	point, rotation at (0.2014, 4.1501, -3.1511), color is (0.9, 1.0, 0.68, 1.0)	A palegoldenrod color point light	POINT	(0.2014, 4.1501, -3.1511)	(0.9, 1.0, 0.68, 1.0)	1
414	sun, rotation at (0.2014, 4.1501, -3.1511), color is (0.9, 1.0, 0.68, 1.0)	A palegoldenrod color sun light	SUN	(0.2014, 4.1501, -3.1511)	(0.9, 1.0, 0.68, 1.0)	1
415	spot, rotation at (0.2014, 4.1501, -3.1511), color is (0.9, 1.0, 0.68, 1.0)	A palegoldenrod color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(0.9, 1.0, 0.68, 1.0)	1
416	area, rotation at (0.2014, 4.1501, -3.1511), color is (0.9, 1.0, 0.68, 1.0)	A palegoldenrod color area light	AREA	(0.2014, 4.1501, -3.1511)	(0.9, 1.0, 0.68, 1.0)	1
417	point, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 1.0, 0.94, 1.0)	A ivory color point light	POINT	(0.2014, 4.1501, -3.1511)	(1.0, 1.0, 0.94, 1.0)	1
418	sun, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 1.0, 0.94, 1.0)	A ivory color sun light	SUN	(0.2014, 4.1501, -3.1511)	(1.0, 1.0, 0.94, 1.0)	1
419	spot, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 1.0, 0.94, 1.0)	A ivory color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(1.0, 1.0, 0.94, 1.0)	1
420	area, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 1.0, 0.94, 1.0)	A ivory color area light	AREA	(0.2014, 4.1501, -3.1511)	(1.0, 1.0, 0.94, 1.0)	1
421	point, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.51, 1.0, 1.0)	A violet color point light	POINT	(0.2014, 4.1501, -3.1511)	(1.0, 0.51, 1.0, 1.0)	1
422	sun, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.51, 1.0, 1.0)	A violet color sun light	SUN	(0.2014, 4.1501, -3.1511)	(1.0, 0.51, 1.0, 1.0)	1
423	spot, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.51, 1.0, 1.0)	A violet color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(1.0, 0.51, 1.0, 1.0)	1
424	area, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.51, 1.0, 1.0)	A violet color area light	AREA	(0.2014, 4.1501, -3.1511)	(1.0, 0.51, 1.0, 1.0)	1
425	point, rotation at (0.2014, 4.1501, -3.1511), color is (0.91, 0.86, 1.0, 1.0)	A lavender color point light	POINT	(0.2014, 4.1501, -3.1511)	(0.91, 0.86, 1.0, 1.0)	1
426	sun, rotation at (0.2014, 4.1501, -3.1511), color is (0.91, 0.86, 1.0, 1.0)	A lavender color sun light	SUN	(0.2014, 4.1501, -3.1511)	(0.91, 0.86, 1.0, 1.0)	1
427	spot, rotation at (0.2014, 4.1501, -3.1511), color is (0.91, 0.86, 1.0, 1.0)	A lavender color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(0.91, 0.86, 1.0, 1.0)	1
428	area, rotation at (0.2014, 4.1501, -3.1511), color is (0.91, 0.86, 1.0, 1.0)	A lavender color area light	AREA	(0.2014, 4.1501, -3.1511)	(0.91, 0.86, 1.0, 1.0)	1
429	point, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.94, 0.8, 1.0)	A blanchedalmond color point light	POINT	(3.4529, 4.3248, -5.0386)	(1.0, 0.94, 0.8, 1.0)	1
430	sun, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.94, 0.8, 1.0)	A blanchedalmond color sun light	SUN	(3.4529, 4.3248, -5.0386)	(1.0, 0.94, 0.8, 1.0)	1
431	spot, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.94, 0.8, 1.0)	A blanchedalmond color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(1.0, 0.94, 0.8, 1.0)	1
432	area, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.94, 0.8, 1.0)	A blanchedalmond color area light	AREA	(3.4529, 4.3248, -5.0386)	(1.0, 0.94, 0.8, 1.0)	1
433	point, rotation at (3.4529, 4.3248, -5.0386), color is (0.9, 0.55, 0.59, 1.0)	A lightcoral color point light	POINT	(3.4529, 4.3248, -5.0386)	(0.9, 0.55, 0.59, 1.0)	1
434	sun, rotation at (3.4529, 4.3248, -5.0386), color is (0.9, 0.55, 0.59, 1.0)	A lightcoral color sun light	SUN	(3.4529, 4.3248, -5.0386)	(0.9, 0.55, 0.59, 1.0)	1
435	spot, rotation at (3.4529, 4.3248, -5.0386), color is (0.9, 0.55, 0.59, 1.0)	A lightcoral color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(0.9, 0.55, 0.59, 1.0)	1
436	area, rotation at (3.4529, 4.3248, -5.0386), color is (0.9, 0.55, 0.59, 1.0)	A lightcoral color area light	AREA	(3.4529, 4.3248, -5.0386)	(0.9, 0.55, 0.59, 1.0)	1
437	point, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.98, 1.0, 1.0)	A snow color point light	POINT	(3.4529, 4.3248, -5.0386)	(1.0, 0.98, 1.0, 1.0)	1
438	sun, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.98, 1.0, 1.0)	A snow color sun light	SUN	(3.4529, 4.3248, -5.0386)	(1.0, 0.98, 1.0, 1.0)	1
439	spot, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.98, 1.0, 1.0)	A snow color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(1.0, 0.98, 1.0, 1.0)	1
440	area, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.98, 1.0, 1.0)	A snow color area light	AREA	(3.4529, 4.3248, -5.0386)	(1.0, 0.98, 1.0, 1.0)	1
441	point, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.9, 0.77, 1.0)	A bisque color point light	POINT	(3.4529, 4.3248, -5.0386)	(1.0, 0.9, 0.77, 1.0)	1
442	sun, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.9, 0.77, 1.0)	A bisque color sun light	SUN	(3.4529, 4.3248, -5.0386)	(1.0, 0.9, 0.77, 1.0)	1
443	spot, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.9, 0.77, 1.0)	A bisque color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(1.0, 0.9, 0.77, 1.0)	1
444	area, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.9, 0.77, 1.0)	A bisque color area light	AREA	(3.4529, 4.3248, -5.0386)	(1.0, 0.9, 0.77, 1.0)	1
445	point, rotation at (3.4529, 4.3248, -5.0386), color is (0.85, 1.0, 0.76, 1.0)	A lightgoldenrodyellow color point light	POINT	(3.4529, 4.3248, -5.0386)	(0.85, 1.0, 0.76, 1.0)	1
446	sun, rotation at (3.4529, 4.3248, -5.0386), color is (0.85, 1.0, 0.76, 1.0)	A lightgoldenrodyellow color sun light	SUN	(3.4529, 4.3248, -5.0386)	(0.85, 1.0, 0.76, 1.0)	1
447	spot, rotation at (3.4529, 4.3248, -5.0386), color is (0.85, 1.0, 0.76, 1.0)	A lightgoldenrodyellow color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(0.85, 1.0, 0.76, 1.0)	1
448	area, rotation at (3.4529, 4.3248, -5.0386), color is (0.85, 1.0, 0.76, 1.0)	A lightgoldenrodyellow color area light	AREA	(3.4529, 4.3248, -5.0386)	(0.85, 1.0, 0.76, 1.0)	1
449	point, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.75, 1.0, 1.0)	A lavender color point light	POINT	(3.4529, 4.3248, -5.0386)	(1.0, 0.75, 1.0, 1.0)	1
450	sun, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.75, 1.0, 1.0)	A lavender color sun light	SUN	(3.4529, 4.3248, -5.0386)	(1.0, 0.75, 1.0, 1.0)	1
451	spot, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.75, 1.0, 1.0)	A lavender color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(1.0, 0.75, 1.0, 1.0)	1
452	area, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.75, 1.0, 1.0)	A lavender color area light	AREA	(3.4529, 4.3248, -5.0386)	(1.0, 0.75, 1.0, 1.0)	1
453	point, rotation at (3.4529, 4.3248, -5.0386), color is (0.43, 0.59, 1.0, 1.0)	A cornflowerblue color point light	POINT	(3.4529, 4.3248, -5.0386)	(0.43, 0.59, 1.0, 1.0)	1
454	sun, rotation at (3.4529, 4.3248, -5.0386), color is (0.43, 0.59, 1.0, 1.0)	A cornflowerblue color sun light	SUN	(3.4529, 4.3248, -5.0386)	(0.43, 0.59, 1.0, 1.0)	1
455	spot, rotation at (3.4529, 4.3248, -5.0386), color is (0.43, 0.59, 1.0, 1.0)	A cornflowerblue color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(0.43, 0.59, 1.0, 1.0)	1
456	area, rotation at (3.4529, 4.3248, -5.0386), color is (0.43, 0.59, 1.0, 1.0)	A cornflowerblue color area light	AREA	(3.4529, 4.3248, -5.0386)	(0.43, 0.59, 1.0, 1.0)	1
457	point, rotation at (3.4529, 4.3248, -5.0386), color is (0.64, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(3.4529, 4.3248, -5.0386)	(0.64, 1.0, 1.0, 1.0)	1
458	sun, rotation at (3.4529, 4.3248, -5.0386), color is (0.64, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(3.4529, 4.3248, -5.0386)	(0.64, 1.0, 1.0, 1.0)	1
459	spot, rotation at (3.4529, 4.3248, -5.0386), color is (0.64, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(0.64, 1.0, 1.0, 1.0)	1
460	area, rotation at (3.4529, 4.3248, -5.0386), color is (0.64, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(3.4529, 4.3248, -5.0386)	(0.64, 1.0, 1.0, 1.0)	1
461	point, rotation at (3.4529, 4.3248, -5.0386), color is (0.3, 0.65, 0.84, 1.0)	A cornflowerblue color point light	POINT	(3.4529, 4.3248, -5.0386)	(0.3, 0.65, 0.84, 1.0)	1
462	sun, rotation at (3.4529, 4.3248, -5.0386), color is (0.3, 0.65, 0.84, 1.0)	A cornflowerblue color sun light	SUN	(3.4529, 4.3248, -5.0386)	(0.3, 0.65, 0.84, 1.0)	1
463	spot, rotation at (3.4529, 4.3248, -5.0386), color is (0.3, 0.65, 0.84, 1.0)	A cornflowerblue color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(0.3, 0.65, 0.84, 1.0)	1
464	area, rotation at (3.4529, 4.3248, -5.0386), color is (0.3, 0.65, 0.84, 1.0)	A cornflowerblue color area light	AREA	(3.4529, 4.3248, -5.0386)	(0.3, 0.65, 0.84, 1.0)	1
465	point, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.75, 0.16, 1.0)	A goldenrod color point light	POINT	(3.4529, 4.3248, -5.0386)	(1.0, 0.75, 0.16, 1.0)	1
466	sun, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.75, 0.16, 1.0)	A goldenrod color sun light	SUN	(3.4529, 4.3248, -5.0386)	(1.0, 0.75, 0.16, 1.0)	1
467	spot, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.75, 0.16, 1.0)	A goldenrod color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(1.0, 0.75, 0.16, 1.0)	1
468	area, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.75, 0.16, 1.0)	A goldenrod color area light	AREA	(3.4529, 4.3248, -5.0386)	(1.0, 0.75, 0.16, 1.0)	1
469	point, rotation at (3.4529, 4.3248, -5.0386), color is (0.95, 1.0, 1.0, 1.0)	A azure color point light	POINT	(3.4529, 4.3248, -5.0386)	(0.95, 1.0, 1.0, 1.0)	1
470	sun, rotation at (3.4529, 4.3248, -5.0386), color is (0.95, 1.0, 1.0, 1.0)	A azure color sun light	SUN	(3.4529, 4.3248, -5.0386)	(0.95, 1.0, 1.0, 1.0)	1
471	spot, rotation at (3.4529, 4.3248, -5.0386), color is (0.95, 1.0, 1.0, 1.0)	A azure color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(0.95, 1.0, 1.0, 1.0)	1
472	area, rotation at (3.4529, 4.3248, -5.0386), color is (0.95, 1.0, 1.0, 1.0)	A azure color area light	AREA	(3.4529, 4.3248, -5.0386)	(0.95, 1.0, 1.0, 1.0)	1
473	point, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.74, 1.0, 1.0)	A lavender color point light	POINT	(3.4529, 4.3248, -5.0386)	(1.0, 0.74, 1.0, 1.0)	1
474	sun, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.74, 1.0, 1.0)	A lavender color sun light	SUN	(3.4529, 4.3248, -5.0386)	(1.0, 0.74, 1.0, 1.0)	1
475	spot, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.74, 1.0, 1.0)	A lavender color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(1.0, 0.74, 1.0, 1.0)	1
476	area, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.74, 1.0, 1.0)	A lavender color area light	AREA	(3.4529, 4.3248, -5.0386)	(1.0, 0.74, 1.0, 1.0)	1
477	point, rotation at (3.4529, 4.3248, -5.0386), color is (0.68, 1.0, 0.66, 1.0)	A palegreen color point light	POINT	(3.4529, 4.3248, -5.0386)	(0.68, 1.0, 0.66, 1.0)	1
478	sun, rotation at (3.4529, 4.3248, -5.0386), color is (0.68, 1.0, 0.66, 1.0)	A palegreen color sun light	SUN	(3.4529, 4.3248, -5.0386)	(0.68, 1.0, 0.66, 1.0)	1
479	spot, rotation at (3.4529, 4.3248, -5.0386), color is (0.68, 1.0, 0.66, 1.0)	A palegreen color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(0.68, 1.0, 0.66, 1.0)	1
480	area, rotation at (3.4529, 4.3248, -5.0386), color is (0.68, 1.0, 0.66, 1.0)	A palegreen color area light	AREA	(3.4529, 4.3248, -5.0386)	(0.68, 1.0, 0.66, 1.0)	1
481	point, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.84, 1.0, 1.0)	A lavenderblush color point light	POINT	(3.4529, 4.3248, -5.0386)	(1.0, 0.84, 1.0, 1.0)	1
482	sun, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.84, 1.0, 1.0)	A lavenderblush color sun light	SUN	(3.4529, 4.3248, -5.0386)	(1.0, 0.84, 1.0, 1.0)	1
483	spot, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.84, 1.0, 1.0)	A lavenderblush color spot light	SPOT	(3.4529, 4.3248, -5.0386)	(1.0, 0.84, 1.0, 1.0)	1
484	area, rotation at (3.4529, 4.3248, -5.0386), color is (1.0, 0.84, 1.0, 1.0)	A lavenderblush color area light	AREA	(3.4529, 4.3248, -5.0386)	(1.0, 0.84, 1.0, 1.0)	1
485	point, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.65, 1.0, 1.0)	A violet color point light	POINT	(4.9989, -2.5625, 5.909)	(1.0, 0.65, 1.0, 1.0)	1
486	sun, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.65, 1.0, 1.0)	A violet color sun light	SUN	(4.9989, -2.5625, 5.909)	(1.0, 0.65, 1.0, 1.0)	1
487	spot, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.65, 1.0, 1.0)	A violet color spot light	SPOT	(4.9989, -2.5625, 5.909)	(1.0, 0.65, 1.0, 1.0)	1
488	area, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.65, 1.0, 1.0)	A violet color area light	AREA	(4.9989, -2.5625, 5.909)	(1.0, 0.65, 1.0, 1.0)	1
489	point, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.05, 0.33, 1.0)	A crimson color point light	POINT	(4.9989, -2.5625, 5.909)	(1.0, 0.05, 0.33, 1.0)	1
490	sun, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.05, 0.33, 1.0)	A crimson color sun light	SUN	(4.9989, -2.5625, 5.909)	(1.0, 0.05, 0.33, 1.0)	1
491	spot, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.05, 0.33, 1.0)	A crimson color spot light	SPOT	(4.9989, -2.5625, 5.909)	(1.0, 0.05, 0.33, 1.0)	1
492	area, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.05, 0.33, 1.0)	A crimson color area light	AREA	(4.9989, -2.5625, 5.909)	(1.0, 0.05, 0.33, 1.0)	1
493	point, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.61, 0.78, 1.0)	A lightpink color point light	POINT	(4.9989, -2.5625, 5.909)	(1.0, 0.61, 0.78, 1.0)	1
494	sun, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.61, 0.78, 1.0)	A lightpink color sun light	SUN	(4.9989, -2.5625, 5.909)	(1.0, 0.61, 0.78, 1.0)	1
495	spot, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.61, 0.78, 1.0)	A lightpink color spot light	SPOT	(4.9989, -2.5625, 5.909)	(1.0, 0.61, 0.78, 1.0)	1
496	area, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.61, 0.78, 1.0)	A lightpink color area light	AREA	(4.9989, -2.5625, 5.909)	(1.0, 0.61, 0.78, 1.0)	1
497	point, rotation at (4.9989, -2.5625, 5.909), color is (0.63, 1.0, 0.86, 1.0)	A paleturquoise color point light	POINT	(4.9989, -2.5625, 5.909)	(0.63, 1.0, 0.86, 1.0)	1
498	sun, rotation at (4.9989, -2.5625, 5.909), color is (0.63, 1.0, 0.86, 1.0)	A paleturquoise color sun light	SUN	(4.9989, -2.5625, 5.909)	(0.63, 1.0, 0.86, 1.0)	1
499	spot, rotation at (4.9989, -2.5625, 5.909), color is (0.63, 1.0, 0.86, 1.0)	A paleturquoise color spot light	SPOT	(4.9989, -2.5625, 5.909)	(0.63, 1.0, 0.86, 1.0)	1
500	area, rotation at (4.9989, -2.5625, 5.909), color is (0.63, 1.0, 0.86, 1.0)	A paleturquoise color area light	AREA	(4.9989, -2.5625, 5.909)	(0.63, 1.0, 0.86, 1.0)	1
501	point, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.94, 0.89, 1.0)	A linen color point light	POINT	(4.9989, -2.5625, 5.909)	(1.0, 0.94, 0.89, 1.0)	1
502	sun, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.94, 0.89, 1.0)	A linen color sun light	SUN	(4.9989, -2.5625, 5.909)	(1.0, 0.94, 0.89, 1.0)	1
503	spot, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.94, 0.89, 1.0)	A linen color spot light	SPOT	(4.9989, -2.5625, 5.909)	(1.0, 0.94, 0.89, 1.0)	1
504	area, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.94, 0.89, 1.0)	A linen color area light	AREA	(4.9989, -2.5625, 5.909)	(1.0, 0.94, 0.89, 1.0)	1
505	point, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.81, 1.0, 1.0)	A lavender color point light	POINT	(4.9989, -2.5625, 5.909)	(1.0, 0.81, 1.0, 1.0)	1
506	sun, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.81, 1.0, 1.0)	A lavender color sun light	SUN	(4.9989, -2.5625, 5.909)	(1.0, 0.81, 1.0, 1.0)	1
507	spot, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.81, 1.0, 1.0)	A lavender color spot light	SPOT	(4.9989, -2.5625, 5.909)	(1.0, 0.81, 1.0, 1.0)	1
508	area, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.81, 1.0, 1.0)	A lavender color area light	AREA	(4.9989, -2.5625, 5.909)	(1.0, 0.81, 1.0, 1.0)	1
509	point, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.87, 0.54, 1.0)	A khaki color point light	POINT	(4.9989, -2.5625, 5.909)	(1.0, 0.87, 0.54, 1.0)	1
510	sun, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.87, 0.54, 1.0)	A khaki color sun light	SUN	(4.9989, -2.5625, 5.909)	(1.0, 0.87, 0.54, 1.0)	1
511	spot, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.87, 0.54, 1.0)	A khaki color spot light	SPOT	(4.9989, -2.5625, 5.909)	(1.0, 0.87, 0.54, 1.0)	1
512	area, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.87, 0.54, 1.0)	A khaki color area light	AREA	(4.9989, -2.5625, 5.909)	(1.0, 0.87, 0.54, 1.0)	1
513	point, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 1.0, 1.0, 1.0)	A white color point light	POINT	(4.9989, -2.5625, 5.909)	(1.0, 1.0, 1.0, 1.0)	1
514	sun, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 1.0, 1.0, 1.0)	A white color sun light	SUN	(4.9989, -2.5625, 5.909)	(1.0, 1.0, 1.0, 1.0)	1
515	spot, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 1.0, 1.0, 1.0)	A white color spot light	SPOT	(4.9989, -2.5625, 5.909)	(1.0, 1.0, 1.0, 1.0)	1
516	area, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 1.0, 1.0, 1.0)	A white color area light	AREA	(4.9989, -2.5625, 5.909)	(1.0, 1.0, 1.0, 1.0)	1
517	point, rotation at (4.9989, -2.5625, 5.909), color is (0.4, 0.76, 0.56, 1.0)	A mediumaquamarine color point light	POINT	(4.9989, -2.5625, 5.909)	(0.4, 0.76, 0.56, 1.0)	1
518	sun, rotation at (4.9989, -2.5625, 5.909), color is (0.4, 0.76, 0.56, 1.0)	A mediumaquamarine color sun light	SUN	(4.9989, -2.5625, 5.909)	(0.4, 0.76, 0.56, 1.0)	1
519	spot, rotation at (4.9989, -2.5625, 5.909), color is (0.4, 0.76, 0.56, 1.0)	A mediumaquamarine color spot light	SPOT	(4.9989, -2.5625, 5.909)	(0.4, 0.76, 0.56, 1.0)	1
520	area, rotation at (4.9989, -2.5625, 5.909), color is (0.4, 0.76, 0.56, 1.0)	A mediumaquamarine color area light	AREA	(4.9989, -2.5625, 5.909)	(0.4, 0.76, 0.56, 1.0)	1
521	point, rotation at (4.9989, -2.5625, 5.909), color is (0.56, 0.73, 1.0, 1.0)	A lightskyblue color point light	POINT	(4.9989, -2.5625, 5.909)	(0.56, 0.73, 1.0, 1.0)	1
522	sun, rotation at (4.9989, -2.5625, 5.909), color is (0.56, 0.73, 1.0, 1.0)	A lightskyblue color sun light	SUN	(4.9989, -2.5625, 5.909)	(0.56, 0.73, 1.0, 1.0)	1
523	spot, rotation at (4.9989, -2.5625, 5.909), color is (0.56, 0.73, 1.0, 1.0)	A lightskyblue color spot light	SPOT	(4.9989, -2.5625, 5.909)	(0.56, 0.73, 1.0, 1.0)	1
524	area, rotation at (4.9989, -2.5625, 5.909), color is (0.56, 0.73, 1.0, 1.0)	A lightskyblue color area light	AREA	(4.9989, -2.5625, 5.909)	(0.56, 0.73, 1.0, 1.0)	1
525	point, rotation at (4.9989, -2.5625, 5.909), color is (0.78, 0.34, 0.7, 1.0)	A mediumorchid color point light	POINT	(4.9989, -2.5625, 5.909)	(0.78, 0.34, 0.7, 1.0)	1
526	sun, rotation at (4.9989, -2.5625, 5.909), color is (0.78, 0.34, 0.7, 1.0)	A mediumorchid color sun light	SUN	(4.9989, -2.5625, 5.909)	(0.78, 0.34, 0.7, 1.0)	1
527	spot, rotation at (4.9989, -2.5625, 5.909), color is (0.78, 0.34, 0.7, 1.0)	A mediumorchid color spot light	SPOT	(4.9989, -2.5625, 5.909)	(0.78, 0.34, 0.7, 1.0)	1
528	area, rotation at (4.9989, -2.5625, 5.909), color is (0.78, 0.34, 0.7, 1.0)	A mediumorchid color area light	AREA	(4.9989, -2.5625, 5.909)	(0.78, 0.34, 0.7, 1.0)	1
529	point, rotation at (4.9989, -2.5625, 5.909), color is (0.99, 0.74, 0.88, 1.0)	A pink color point light	POINT	(4.9989, -2.5625, 5.909)	(0.99, 0.74, 0.88, 1.0)	1
530	sun, rotation at (4.9989, -2.5625, 5.909), color is (0.99, 0.74, 0.88, 1.0)	A pink color sun light	SUN	(4.9989, -2.5625, 5.909)	(0.99, 0.74, 0.88, 1.0)	1
